Mois	jour	fruit	racine	fleur	feuille	NL	PL	Perigee	Nœud	montante	Descendante
11	3	0	0	0	1	0	0	1	0	1	0
11	4	0	0	0	1	0	0	0	0	1	0
11	5	0	0	0	1	0	0	0	1	1	0
11	6	1	0	0	0	0	1	0	0	1	0
11	7	1	0	0	0	0	0	0	0	1	0
11	8	0	1	0	0	0	0	0	0	1	0
11	9	0	1	0	0	0	0	0	0	1	0
11	10	0	0	1	0	0	0	0	0	0	1
11	11	0	0	1	0	0	0	0	0	0	1
11	12	0	0	1	0	0	0	0	0	0	1
11	13	0	0	0	1	0	0	0	0	0	1
11	14	1	0	0	0	0	0	0	0	0	1
11	15	1	0	0	0	0	0	0	0	0	1
11	16	1	0	0	0	0	0	0	0	0	1
11	17	0	1	0	0	0	0	0	0	0	1
11	18	0	1	0	0	0	0	0	0	0	1
11	19	0	1	0	0	0	0	0	1	0	1
11	20	0	1	0	0	0	0	0	0	0	1
11	21	0	0	1	0	0	0	0	0	0	1
11	22	0	0	0	1	1	0	0	0	0	1
11	23	0	0	0	1	0	0	0	0	0	1
11	24	0	0	0	1	0	0	0	0	1	0
11	25	1	0	0	0	0	0	0	0	1	0
11	26	1	0	0	0	0	0	0	0	1	0
11	27	0	1	0	0	0	0	0	0	1	0
11	28	0	0	0	0	0	0	1	0	1	0
11	29	0	0	1	0	0	0	0	0	1	0
11	30	0	0	0	1	0	0	0	0	1	0
12	1	0	0	0	1	0	0	0	0	1	0
12	2	0	0	0	1	0	0	0	1	1	0
12	3	1	0	0	0	0	0	0	0	1	0
12	4	1	0	0	0	0	0	0	0	1	0
12	5	0	1	0	0	0	0	0	0	1	0
12	6	0	1	0	0	0	1	0	0	1	0
12	7	0	1	0	0	0	0	0	0	1	0
12	8	0	0	1	0	0	0	0	0	0	1
12	9	0	0	1	0	0	0	0	0	0	1
12	10	0	0	0	1	0	0	0	0	0	1
12	11	0	0	0	1	0	0	0	0	0	1
12	12	1	0	0	0	0	0	0	0	0	1
12	13	1	0	0	0	0	0	0	0	0	1
12	14	1	0	0	0	0	0	0	0	0	1
12	15	0	1	0	0	0	0	0	0	0	1
12	16	0	0	0	0	0	0	0	1	0	1
12	17	0	1	0	0	0	0	0	0	0	1
12	18	0	0	1	0	0	0	0	0	0	1
12	19	0	0	1	0	0	0	0	0	0	1
12	20	0	0	0	1	0	0	0	0	0	1
12	21	0	0	0	1	0	0	0	0	1	0
12	22	1	0	0	0	1	0	0	0	1	0
12	23	1	0	0	0	0	0	0	0	1	0
12	24	0	0	0	0	0	0	1	0	1	0
12	25	0	1	0	0	0	0	0	0	1	0
12	26	0	0	1	0	0	0	0	0	1	0
12	27	0	0	1	0	0	0	0	0	1	0
12	28	0	0	0	1	0	0	0	0	1	0
12	29	0	0	0	0	0	0	0	1	1	0
12	30	1	0	0	0	0	0	0	0	1	0
12	31	1	0	0	0	0	0	0	0	1	0
